US8731929B2;System for responding to natural language speech utterance, has parser that determines context for keywords in utterance such that parser selects domain agents based on determined meaning The system has an agent architecture that has several domain agents that receive process and respond to request associated with a respective context. A parser (118) determines a context for keywords in the utterance and determines the meaning of utterance. The parser selects the domain agents based on determined meaning. An event manager (100) coordinates the interaction between parser and agent architecture. System for responding to natural language speech utterance, for use with portable computer and personal digital assistant (PDA). The parser determines the context for keywords in the utterance and determines the meaning of utterance so that parser selects the domain agents reliably based on determined meaning. Hence a complete speech-based natural language query and response environment can be provided efficiently. The user can submit the natural language speech questions and commands reliably. The drawing shows a schematic view of the system.100Event manager118Parser120Speech recognition engine124Text to speech engine136Internet A system for processing natural language utterances, comprising: a computing device having access to a plurality of domain agents associated with a plurality of different domains, and programmed to execute one or more computer program instructions which, when executed, cause the computing device to: receive a first natural language utterance; determine that the first natural language utterance contains one or more words that were unrecognized or incorrectly recognized in response to a recognition associated with the first natural language utterance having a confidence level below a predetermined value; obtain a phonetic alphabet spelling associated with the one or more unrecognized or incorrectly recognized words in response to the determination; look up the one or more unrecognized or incorrectly recognized words in one or more dictionary and phrase tables based on the phonetic alphabet spelling; update the one or more dictionary and phrase tables based on a pronunciation associated with the one or more unrecognized or incorrectly recognized words; receive a second natural language utterance that comprises a question; generate a digitized speech signal from the second natural language utterance; recognize one or more words in the second natural language utterance based on a pronunciation associated with the one or more words using the one or more dictionary and phrase tables; tag the one or more words in the second natural language utterance with a user identity determined from voice characteristics associated with the digitized speech signal and one or more user profiles; determine a context of the question in the second natural language utterance; select one of the plurality of domain agents based on the context of the question; generate a request associated with the second natural language utterance based on the one or more words in the second natural language utterance and a grammar used by the selected domain agent, wherein the request includes the question; invoke the selected domain agent to cause the selected domain agent to process the request; and receive a response to the request from the selected domain agent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US20160188292A1;Method of interpreting natural language inputs based on storage of inputs, involves reprocessing natural language input obtained from storage to determine second interpretation of natural language input The method involves obtaining (402) a natural language input of a user by computer system. The natural language input is initially obtained through an input mode. The natural language input is processed (404) to determine a first interpretation of the natural language input. The natural language input is stored (406) based on a data format associated with the input mode. The natural language input is obtained (408) from storage. The natural language input obtained from storage is reprocessed (410) to determine a second interpretation of the natural language input. An INDEPENDENT CLAIM is also included for a system of interpreting natural language inputs based on storage of inputs. Method of interpreting natural language inputs based on storage of inputs. The audio file can be obtained from the cache and processed by the speech recognition engine to determine one or more reinterpretations of the utterance stored in the audio file in the event that the user input is to be reprocessed. The search can be performed, and the results of the search can be provided for presentation to the user if the selected interpretation indicates that the user provided the input to search for particular information. The drawing shows a flow diagram illustrating the method of interpreting natural language inputs based on storage of the inputs. 402Step for obtaining the natural language input of user404Step for processing the natural language input to determine first interpretation of the natural language input406Step for storing the natural language input408Step for obtaining the natural language input from storage410Step for reprocessing the natural language input obtained from storage to determine second interpretation of the natural language input A method of interpreting natural language inputs based on storage of the inputs, the method being implemented on a computer system that includes one or more physical processors executing computer program instructions which, when executed by the one or more physical processors, perform the method, the method comprising: obtaining, by the computer system, a natural language input of a user, wherein the natural language input is initially obtained via an input mode; processing, by the computer system, the natural language input to determine a first interpretation of the natural language input; storing, by the computer system, the natural language input based on a data format associated with the input mode; obtaining, by the computer system, the natural language input from storage; and reprocessing, by the computer system, the natural language input obtained from storage to determine a second interpretation of the natural language input.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US9607102B2;Method for switching task in conversational dialogue software application installed in e.g. mobile device, involves changing task rule for corresponding task from rules-based model to optimized statistical based task switching model The method involves optimizing a statistical task switching model based on first quality metric. Second quality metric is calculated based on whether a portion of identified first candidate tasks correspond to secondary tasks. A determination is made to check whether one of the rules-based tasks switching rules is modified based on whether the second quality metric satisfies threshold quantity. A task switching rule is changed for a corresponding candidate task from a rules-based model to an optimized statistical based task model when the second quality metric satisfies the threshold quantity. INDEPENDENT CLAIMS are also included for the following:a system for switching a task in a conversational dialogue software application installed in a computing devicea non-transitory computer-readable storage medium comprising a set of instructions for switching a task in a conversational dialogue software application installed in a computing device. Method for switching a task in a conversational dialogue software application installed in a computing device e.g. mobile device and laptop, through a network. Uses include but are not limited to private intranets, corporate networks, LANs, wireless networks and personal networks (PAN). The method enables providing flexibility in managing task interruptions by allowing or not allowing rules or restrictions to be implemented. The method enables performing functionality of data server software to operations or decisions made automatically based on the rules coded into a control logic. The drawing shows a flow diagram illustrating a method for switching a task in a conversational dialogue software application installed in a computing device. 302Selector304Intent312From account314To account316Amount A method comprising: receiving, by a computing device comprising a natural language understanding automatic speech recognition computing engine device, a first natural language input comprising one or more words; activating, by the natural language understanding automatic speech recognition computing engine device, a first task based on the first natural language input, wherein the first task is associated with one or more first task agents configured for retrieving information associated with the first task; prompting, by the natural language understanding automatic speech recognition computing engine device and via a first of the one or more first task agents, for a subsequent natural language input based on a first transcription of the first natural language input and based on a first intent associated with the first task; receiving, by the natural language understanding automatic speech recognition computing engine device and while the first task is activated, a second natural language input comprising one or more words; responsive to determining, by the natural language understanding automatic speech recognition computing engine device, that a task activation switching parameter associated with the first task is not a false value and that a second intent associated with the second natural language input is different from the first intent associated with the first task, determining, by the natural language understanding automatic speech recognition computing engine device: one or more candidate second tasks that are capable of being activated based on one or more task switching rules that identify one or more tasks that are allowed to interrupt the activated first task, wherein an interrupted task is arranged in a task stack memory component of the computing device; and one or more candidate third tasks that are incapable of being activated based on the one or more task switching rules;  activating, by the natural language understanding automatic speech recognition computing engine device, one of the one or more candidate second tasks, wherein the activated candidate second task is associated with one or more second task agents configured for retrieving information associated with the activated candidate second task; responsive to satisfying the one or more second task agents with the first natural language input, the second natural language input, or an additional natural language input, performing, by the computing device, an action associated with the activated second candidate task; determining, by the natural language understanding automatic speech recognition computing engine device, whether the second natural language input satisfies the one or more first task agents associated with the first task; performing, by the computing device, an action associated with the first task responsive to the second natural language input satisfying the one or more first task agents; and prompting, by the natural language understanding automatic speech recognition computing engine device and via one of the one or more first task agents, for a second subsequent natural language input based on the first transcription of the first natural language input responsive to the second natural language input not satisfying the one or more first task agents.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN107077503A;Computing system, has cross- source search component for searching multiple different information sources based on current context and arguments in linguistic processing result to identify content on which action is performed The system has a user interface mechanism for receiving a linguistic processing result (146) indicative of an intent and a set of arguments (208, 210) recognized in an utterance. A context identification system identifies a current context of the system. An action identifier identifies action based on the current context and the intent in the linguistic processing result. A cross- source search component searches multiple different information sources based on the current context and the arguments in the linguistic processing result to identify content on which the action is performed. The action identifier identifies the action of send, open, schedule a meeting, create, attach, email, set a reminder, share, present, launch and display. An INDEPENDENT CLAIM is also included for a method for operating a computing system. Computing system. Uses include but are not limited to desktop computer, laptop computer, tablet computer, smart phone, phablet, cell phone, multimedia player, and personal digital assistant. The system generates textual representation of the utterance and identifies the intent and the arguments in the linguistic processing result in an efficient manner. The drawing shows a block diagram of a speech processing result. 146Linguistic processing result206Intent identifier208, 210Arguments212Textual representation214Item A computing system, comprising: a user interface mechanism for receiving the utterance, the utterance is sent to the language processing system and receiving an indication the intention in the utterance recognition out of and a set of argument of a language processing result and a context recognition system. current context action identifier identifying the computing system, based on the current context and based on the intention in the language processing result identifies action, a searching unit based on the current context and based on the set of arguments in the language processing result to search a plurality of different information sources. to identify the execution content of the action component, and a motion controlled system for identifying out the content of the action is taken.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US9646611B2;Computing system, has cross- source search component for searching multiple different information sources based on current context and arguments in linguistic processing result to identify content on which action is performed The system has a user interface mechanism for receiving a linguistic processing result (146) indicative of an intent and a set of arguments (208, 210) recognized in an utterance. A context identification system identifies a current context of the system. An action identifier identifies action based on the current context and the intent in the linguistic processing result. A cross- source search component searches multiple different information sources based on the current context and the arguments in the linguistic processing result to identify content on which the action is performed. The action identifier identifies the action of send, open, schedule a meeting, create, attach, email, set a reminder, share, present, launch and display. An INDEPENDENT CLAIM is also included for a method for operating a computing system. Computing system. Uses include but are not limited to desktop computer, laptop computer, tablet computer, smart phone, phablet, cell phone, multimedia player, and personal digital assistant. The system generates textual representation of the utterance and identifies the intent and the arguments in the linguistic processing result in an efficient manner. The drawing shows a block diagram of a speech processing result. 146Linguistic processing result206Intent identifier208, 210Arguments212Textual representation214Item A computing system, comprising: a processor; and memory storing instructions executable by the at least one processor, wherein the instructions, when executed, configure the computing system to provide: a user interface mechanism configured to receive an utterance, send the utterance to a linguistic processing system, and receive a linguistic processing result indicative of an intent and a set of arguments recognized in the utterance; a context identification system configured to identify a current context of the computing system; an action identifier configured to identify an action based on the current context and based on the intent in the linguistic processing result; and a cross-source search component configured to identify content on which the action is to be performed by searching multiple different information sources based on the current context and based on the set of arguments in the linguistic processing result.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US9692865B2;Mobile terminal i.e. mobile phone, has controller displaying set of candidates to be analyzed based on command, when no single contact is present, receiving input according to candidates, and executing call relating operation based on input The terminal (100) has a controller for displaying an indicator on a display unit (151) indicating that first voice input is recognized by the terminal. The controller executes a call relating operation, when a single contact is present in a phonebook that matches a voice command in the first voice input. The controller displays a set of candidates to be analyzed based on the voice command, when no single contact is present. The controller receives second input according to the candidates, and executes the call relating operation based on the second input. An INDEPENDENT CLAIM is also included for a method for controlling a mobile terminal having a display. Mobile terminal i.e. mobile phone (from drawings). The controller controls menus relating to specific functions or services even by a beginner user through voice command while providing help information with respect to input of the voice command according to an operation state or an operation mode. The terminal significantly improves a voice recognition rate by specifying a domain for voice recognition into a domain relating to specific menus or services. The drawing shows a front perspective view of a mobile terminal. 100Mobile terminal121Camera151Display unit152Audio output module215Keypad A mobile terminal, comprising: a wireless communication unit configured to provide wireless communication; a memory configured to store at least one database (DB); a display; and a controller configured to: activate a mode for voice recognition in response to a touch input to a soft button displayed on the display or to a hard button on the mobile terminal, receive a first voice input associated with an executable menu relating operation of the mobile terminal, display an indicator on the display indicating the first voice input is being recognized by the mobile terminal, determine a meaning of a voice command in the first voice input based on information stored in the at least one database (DB), display information corresponding to the determined meaning, receive a second voice input associated with a user's confirmation about the displayed information, if the received second voice input matches an affirmative received response, execute a menu relating operation corresponding to the displayed information, if the received second voice input matches a negative received response, perform a learning process based on a third voice input for learning the meaning of the voice command in the first voice input and execute a menu relating operation corresponding to the learned meaning, and update the at least one database (DB) to store the learned meaning according to the third voice input.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US9564149B2;Method for e.g. performing user communication with information dialogue system, involves activating user input subsystem after formulated answer is displayed and/or reproduced after user inputs new-query or follow-up query The method involves activating a user input subsystem (BB) by a user (AA), and inputting a query. The query is received and converted into text by the input subsystem, and the text is obtained as a result of converting the query. The received text is processed by a dialogue module, and an answer to the query is formulated by the dialogue module. The answer is transmitted to the user, and the formulated answer is displayed and/or reproduced. The input subsystem is activated after the formulated answer is displayed and/or reproduced after the user inputs a new-query or a follow-up query. Method for performing user communication with an information dialogue system and organizing user interactions with the information dialogue system based on natural language. The drawing shows a schematic block diagram illustrating a method for performing user communication with an information dialogue system and organizing user interactions with an information dialogue system based on natural language. '(Drawing includes non-English language text)' AAUserBBUser input subsystemCCVoice recognition and recording componentDDKeyboardLLClient memory A method for user communications with an information dialogue system, the method comprising: activating, by a user device, a user input subsystem associated with the user device upon a request entered by a user; receiving, by the user input subsystem, the request; converting, by the user input subsystem, the request into text; sending, by the user input subsystem, the text obtained as a result of the converting of the request to a dialogue module associated with the user device; upon sending the text, deactivating the user input subsystem; processing the text by the dialogue module; forming, by the dialogue module, a response to the request, the response including an instruction for activating the user input subsystem, the instruction including at least metadata and a time period required for the user to review the response; sending, by the dialogue module, the response to the user; reproducing the response by a voice generation and reproduction subsystem associated with the user device; upon the reproducing of the response, determining, based on the metadata contained in the instruction, expiration of the time period required for the user to review the response; based on the determining, re-activating, by the user device, the user input subsystem; and receiving a further request or a clarification request, the further request or the clarification request being entered by the user.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US20170220963A1;Method for generating workflow, involves identifying at least one user-interface component from library of user-interface components and generating workflow including at least one user-interface component The method involves receiving (202) voice data defining a request to perform a task corresponding to operations of an enterprise. The voice data is converted (204) to text. At least one application programming interface associated with a first service defining an executable business function is identified (206) based on the text. At least one user-interface component is identified (208) from a library of user-interface components. A workflow including the at least one user-interface component is generated (210). The workflow is utilized by a user to complete the task. INDEPENDENT CLAIMS are included for the following:a non-transitory computer-readable medium encoded with instructions for generating workflows; anda system for generating workflows. Method for generating workflow to end users such as customers, partners or information technology (IT) developers. The user interacts with a graphical user-interface that allows the user to select the workflow and initiate execution. The speech to text recognition of services is improved. The drawing shows a flowchart the process for dynamically predicting workflows. 202Step for receiving voice data defining a request to perform a task corresponding to operations of an enterprise204Step for converting voice data to text206Step for identifying at least one application programming interface associated with a first service defining an executable business function208Step for identified at least one user-interface component210Step for generating workflow including the at least one user-interface component A method for generating workflows comprising: receiving, at a computing device, voice data defining a request to perform a task corresponding to operations of an enterprise; converting, using the computing device, the voice data to text; based on the text, identifying, using the computing device, at least one application programming interface associated with a first service defining an executable business function; based on the at least one application programming interface, identifying, using the computing device, at least one user-interface component from a library of user-interface components, wherein the at least one user-interface component corresponds to a second service defining an executable business function capable of performing a portion of the task; and generating, at the computing device, a workflow including the at least one user-interface component, wherein the workflow may be utilized by a user to complete the task.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US20150254061A1;Method for user training of information dialogue system, involves formulating answer to training query as voice reply and/or text, and/or action carried out by system The method involves activating a user input subsystem (BB) by a user (AA). The user inputs a training query. The user's training query is received and transformed into text by user input subsystem. The text which is obtained as a result of converting training query is transmitted to a dialogue module (II). The training query text is processed by dialogue module. An answer to training query is formulated by dialogue module. The answer to training query is transmitted to user. The answer to training query is formulated as a voice reply and/or text, and/or an action carried out by system. Method for user training of information dialogue system based on natural language. The drawing shows a block diagram of the process for user training of the information dialogue system. (Drawing includes non-English language text) AAUserBBUser input subsystemCCVoice recognition and recording subsystemDDKeyboardIIDialogue module A method for user training of an information dialogue system, the method comprising: activating a user input subsystem; receiving, by the user input subsystem, a training request, the training request being entered by a user; converting, by the user input subsystem, the training request of the user into a text; sending the text of the training request obtained as a result of the converting to a dialogue module; processing, by the dialogue module, the text of the training request; forming, by the dialogue module, a response to the training request, wherein the response to the training request is formed as one or more of the following: a voice cue, a response text, and an action performed by the user input subsystem; and sending the response to the training request to the user.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US20150255089A1;Method for e.g. performing user communication with information dialogue system, involves activating user input subsystem after formulated answer is displayed and/or reproduced after user inputs new-query or follow-up query The method involves activating a user input subsystem (BB) by a user (AA), and inputting a query. The query is received and converted into text by the input subsystem, and the text is obtained as a result of converting the query. The received text is processed by a dialogue module, and an answer to the query is formulated by the dialogue module. The answer is transmitted to the user, and the formulated answer is displayed and/or reproduced. The input subsystem is activated after the formulated answer is displayed and/or reproduced after the user inputs a new-query or a follow-up query. Method for performing user communication with an information dialogue system and organizing user interactions with the information dialogue system based on natural language. The drawing shows a schematic block diagram illustrating a method for performing user communication with an information dialogue system and organizing user interactions with an information dialogue system based on natural language. '(Drawing includes non-English language text)' AAUserBBUser input subsystemCCVoice recognition and recording componentDDKeyboardLLClient memory A method for user communications with an information dialogue system, the method comprising: activating a user input subsystem upon a request entered by the user; receiving the request by the user input subsystem; converting, by the user input subsystem, the request into text; sending the text obtained as a result of the converting of the request to a dialogue module; processing the text by the dialogue module; forming, by the dialogue module, a response to the request; sending the response to the user; reproducing the response; upon the reproducing of the response, re-activating the user input subsystem; and receiving a further request or a clarification request, the further request or the clarification request being entered by the user.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US9542956B1;Method for responding to human spoken audio, involves selecting information source Application Programming Interface (API) from multiple APIs, for processing second audio command The method involves continuously listening for a first audio command. The second audio command is listened continuously upon receiving audio initiating command and processing it on intelligent assistant device. An information source API is selected from multiple APIs, for processing the second audio command. A response to the second audio command is received from the selected information source API and is transmitted to the intelligent assistant device. The response is outputted (170) through the intelligent assistant device. INDEPENDENT CLAIMS are included for the following:device for responding to human spoken audio; andsystem for responding to human spoken audio. Method for responding to human spoken audio. The API response can be saved and paired with the query data and saved in a cache for efficient lookup. The drawing shows a flow chart illustrating a system for processing human spoken audio. 105Step for receiving user spoken question107Step for outputting response125Step for transmitting audio130Step for transmitting user ID155Step for formatting response A method, comprising: continuously listening, via a microphone on an intelligent assistant device, for a first audio command, the first audio command being an audio initiating command; upon receiving the audio initiating command and processing it on the intelligent assistant device, continuously listening, via the intelligent assistant device, for a second audio command; transmitting the second audio command from the intelligent assistant device to a command processing server; selecting, by the command processing server, at least one information source Application Programming Interface (API) from a plurality of APIs, for processing the second audio command, the second audio command having been converted from speech-to-text, wherein the selecting is based on at least one of: context, category, meaning, and keywords in the converted text of the second audio command; transmitting, by the command processing server, the converted text of the second audio command to the selected at least one information source API for processing; receiving at the command processing server, a response to the second audio command from the selected at least one information source API, the response provided via a notifications server; transmitting the response from the command processing server to the intelligent assistant device; and outputting the response via the intelligent assistant device.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH12017550012A1;Computing device for headlessly completing a task of an application in the background of a digital personal assistant, comprises a processing unit, where computing device is configured with a speech-controlled digital personal assistant The computing device (130) comprises a processing unit, a memory, and microphones (150). The computing device is configured with a speech-controlled digital personal assistant (120), where the operations comprises receiving speech input generated by a user via the microphones. The speech recognition is performed using the speech input to determine a spoken command, where the spoken command comprises a request to perform a task of a third-party application (110). The task (112) is identified using a data structure (140) that defines tasks of third-party applications invokable by spoken command. INDEPENDENT CLAIMS are included for the following:a method for headlessly completing a task of an application in the background of a digital personal assistant; anda computer-readable storage medium for storing computer-executable instructions for causing a computing device to perform operations for completing a task of a voice-enabled application. Computing device for headlessly completing a task of an application in the background of a digital personal assistant. The voice-enabled application executes the task as a background task and within a context of the voice-controlled digital personal assistant without a user interface of the voice-enabled application surfacing. The responses provided to the user from the voice-controlled digital personal assistant are selected from display text, text-to-speech, deep-link user resource identifier, Hypertext markup language, list template, physical address, or telephone number. The drawing shows a schematic block diagram of a system for headlessly completing a task of an application. 110Third-party application112Task120Speech-controlled digital personal assistant130Computing device140Data structure150Microphones ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU2530268C2;Method for user training of information dialogue system, involves formulating answer to training query as voice reply and/or text, and/or action carried out by system The method involves activating a user input subsystem (BB) by a user (AA). The user inputs a training query. The user's training query is received and transformed into text by user input subsystem. The text which is obtained as a result of converting training query is transmitted to a dialogue module (II). The training query text is processed by dialogue module. An answer to training query is formulated by dialogue module. The answer to training query is transmitted to user. The answer to training query is formulated as a voice reply and/or text, and/or an action carried out by system. Method for user training of information dialogue system based on natural language. The drawing shows a block diagram of the process for user training of the information dialogue system. (Drawing includes non-English language text) AAUserBBUser input subsystemCCVoice recognition and recording subsystemDDKeyboardIIDialogue module ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US20170339340A1;Image capture device e.g. digital camera has processor that determines whether image data is captured by user and update user preference data based on image data is captured or not The device has a processor that extracts (205) a visual representation of target subject from database. The target subject in an environment viewed through camera lens is detected (206) by comparing visual representation of target subject with objects appearing in environment. The image capture function is applied (207) to target subject detected in environment. Determination is made on whether image data is captured by user. The user preference data is updated, that based on whether image data is captured (208) or not. INDEPENDENT CLAIMS are included for the following:a computer-based method of learning image capture device user preferences; anda computer program product for learning image capture device user preferences. Image capture device such as standalone camera e.g. digital camera, tablet, smartphone or tablet computer. The camera tuning advisor advise a user desiring a higher or lower temperature of an image to increase or decrease shutter speed because a stated temperature goal is converted to a shutter speed goal. The setting feature for increasing temperature increase a first quality feature and decrease a second quality feature thus results in a higher temperature image captured. The camera self-tuning is performed automatically by the camera and includes camera provides setting adjustment advice to user through camera tuning advisor. The drawing shows a flow diagram illustrating for a process of capturing image data. 201Step for receiving voice command from user205Step for extracting visual representation of target subject from database206Step for detecting target subject in an environment viewed through camera lens207Step for applying image capture function to target subject detected in environment208Step for capturing user preference data An image capture device, comprising: a camera lens configured to capture image data; a microphone configured to receive a voice command from a user; a network interface configured to establish a network connection; a memory storing a computer program and user preference data; and a processor configured to execute the computer program, wherein the computer program is configured to: identify a target subject and an image capture function based on the voice command and the user preference data; search a first database for the target subject, wherein the first database is stored on the memory; search a second database for the target subject when the target subject is not found in the first database, wherein the second database is located remote from the image capture device and is accessed via the network connection; extract a visual representation of the target subject from the first database or the second database upon finding the target subject in the first database or the second database; detect the target subject in an environment viewed through camera lens by comparing the visual representation of the target subject with objects appearing in the environment; apply the image capture function to the target subject detected in the environment; determine if image data is captured by the user; and update the user preference data based on whether the image data is captured or not.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US9634855B2;User interface device for use with e.g. cell phone of e.g. TV used by elderly or lonely person for social interaction, has audio visual output presenting anthropomorphic object controlled by automated processor The device i.e. personal interface device has an audio visual information input to receive information sufficient to determine a topic of interest to a user and a query by a user depending on the received audio visual information. An audio visual output presents an anthropomorphic object controlled by an automated processor for conveying information of interest to the user depending on the determined topic of interest and the query with an audio visual telecommunication interface. An automated processor controls the anthropomorphic object with associated anthropomorphic mood. INDEPENDENT CLAIMS are also included for the following:a user interface system comprising an interactive interfacea method for using a User interface device. User interface device i.e. personal interface device for use with electronic system such as cell phone, smart phone i.e.    Apple iPhone  (RTM: Internet-connected multimedia smartphone), laptop computer and desktop computer of consumer electronics device such as TV, smart clock radio i.e.    Sony Dash  (RTM: fun device) and special purpose robot used by an elderly or lonely person for social interaction. Can also be used for electronic system such as    Blackberry  (RTM: handheld wireless electronic-mail device) smart phone, personal digital assistant (PDA) such as    Apple iPad  (RTM: tablet computer),    Apple iPod  (RTM: Portable media player) and    Amazon Kindle  (RTM: electronic-book reader) of consumer electronics device such as automobiles, set top box, stereo equipment, kitchen appliance, thermostats and heating, ventilation, and air conditioning (HVAC) equipment and laundry appliance. The device enables effectively detecting the user's facial features without discomfort to user. The drawing shows a front view of a cell phone.110Microphone120Camera130Speaker140Display150Image A user interface device comprising: an audio visual information input interface configured to receive information sufficient to determine at least one of a topic of interest to a user and a query from a user, dependent on at least received audio visual information; at least one memory configured to store an automatically generated user interest and knowledge profile based on at least prior interaction of the user interface device with the user; at least one automated processor, configured to: automatically generate at least one automated search engine query based on the at least one of the topic of interest and the query, communicate the at least one automated Internet search engine query to at least one remote search engine having a database of information items, through an automated computer communication network, receive responses from the at least one automated Internet search engine responsive to the at least one automated Internet search engine query identifying a source of information items, implement an interactive conversational agent, based on at least the stored user profile, the topic of interest or user query, and the identified information items; and  at least one audio visual output interface configured to present the interactive conversational agent dynamically controlled by the at least one automated processor, conveying the information of interest to the user; and an audio visual telecommunication interface.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US20150340033A1;System for processing and interpreting natural language such as interpretations of user utterances, has processor that generates second response for presentation to user based on second speech processing results The system has a processor that generates second speech processing results using the second audio data, the context information, and a context interpretation rule, such that the context interpretation rule relates to replacing slot value or an intent of the semantic representation of the first utterance with a slot value or an intent of a semantic representation of the second utterance, and such that the context rule is based on the semantic representation of the first response. A second response is generated for presentation to the user based on the second speech processing results. INDEPENDENT CLAIMS are included for the following:a computer-implemented method for processing and interpreting natural language; andnon-transitory computer-readable storage for processing and interpreting natural language. System for processing and interpreting natural language such as interpretations of user utterances. Advantageously, interpreting current utterances within the context of prior turns in a multi-turn interaction can help solve ambiguities without requiring additional user input, and can help avoid initiating an incorrect action based on an interpretation of an utterance in isolation when the correct action is determinable in the context of the entire multi-turn interaction. The processing is based on the context of the multi-turn interaction can allow more natural communication with a speech processing system and more robust dialog management without loss of context. The drawing shows a block diagram of the illustrative data flows between modules of a speech processing system during multi-turn dialog utterance processing using contextual information from previous turns. 102Microphone104Speaker206Context interpreter208Dialog manager212Context data store A system comprising: a computer-readable memory storing executable instructions; and one or more processors in communication with the computer-readable memory, wherein the one or more processors are programmed by the executable instructions to at least: obtain first audio data regarding a first utterance of a user; generate first speech processing results based at least partly on the first audio data, the first speech processing results comprising a semantic representation of the first utterance; generate a first response for presentation to the user based at least partly on the first speech processing results; store context information comprising the semantic representation of the first utterance and a semantic representation of the first response; obtain second audio data regarding a second utterance of the user; generate second speech processing results using the second audio data, the context information, and a context interpretation rule, wherein the context interpretation rule relates to replacing at least one of a slot value or an intent of the semantic representation of the first utterance with at least one of a slot value or an intent of a semantic representation of the second utterance, and wherein the context rule is based at least partly on the semantic representation of the first response; and generate a second response for presentation to the user based at least partly on the second speech processing results.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US20170011742A1;Intent understanding apparatus integrated as voice interface used in e.g. car navigation apparatus, has correction unit that selects intent understanding result from intent understanding result candidates based on last score The understanding apparatus (1) has intent understanding unit (7) that outputs score which estimates intent of user speech based on morphological column, and represents degree of intent understanding result candidates and plausibility from morphological column. A calculation unit (11) calculates weight for every intent understanding result candidate. The last score is calculated by amending score of intent understanding result candidate using weight. A correction unit (12) selects intent understanding result (13) from intent understanding result candidates based on last score. An INDEPENDENT CLAIM is included for the intent understanding method. Intent understanding apparatus integrated as voice interface used in mobile telephone and car navigation apparatus. The user intent is understood correctly using input voice. The drawing shows a block diagram of the intent understanding apparatus. (Drawing includes non-English language text) 1Intent understanding apparatus7Intent understanding unit11Weight calculation unit12Intent understanding correction unit13Intent understanding result 1 An intent understanding device, comprising: a voice recognizer that recognizes one speech spoken in a natural language by a user, to thereby generate plural voice recognition results of highly ranked recognition scores; a morphological analyzer that converts the respective voice recognition results into morpheme strings; an intent understanding processor that estimates an intent about the speech by the user on the basis of each of the morpheme strings, to thereby output from each one of the morpheme strings, one or more candidates of intent understanding result and scores indicative of degrees of likelihood of the candidates and generate the candidates of intent understanding result in descending order of likelihoods of the plural voice recognition results; a weight calculator that calculates respective weights for the candidates of intent understanding result; and an intent understanding corrector that corrects the scores of the candidates of intent understanding result, using the weights, to thereby calculate their final scores, and then selects the candidate of intent understanding result with the final score that satisfies a preset condition first, as the intent understanding result.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
